Gene,Diplotype,Phenotype_CPIC_Format,Phenotype_Simplified,Phenotype_Category,Activity_Score,EHR_Priority
CYP2B6,*17/*32,CYP2B6 Normal Metabolizer,Normal Metabolizer,Normal,,Normal/Routine/Low Risk
CYP2B6,*17/*33,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*17/*34,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*17/*35,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*17/*36,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*17/*37,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*17/*38,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*17/*39,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*17/*40,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*17/*41,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*17/*42,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*17/*43,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*17/*44,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*17/*45,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*17/*46,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*17/*47,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*17/*48,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*17/*49,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*18/*18,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*19,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*20,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*21,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*18/*22,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*18/*23,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*18/*24,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*18/*25,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*18/*26,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*27,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*18/*28,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*29,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*30,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*31,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*18/*32,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*18/*33,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*18/*34,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*35,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*18/*36,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*37,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*38,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*39,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*40,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*41,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*42,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*43,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*18/*44,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*18/*45,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*18/*46,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*18/*47,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*18/*48,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*18/*49,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*19/*19,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*20,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*21,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*19/*22,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*19/*23,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*19/*24,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*19/*25,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*19/*26,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*27,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*19/*28,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*29,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*30,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*31,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*19/*32,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*19/*33,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*19/*34,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*35,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*19/*36,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*37,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*38,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*39,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*40,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*41,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*42,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*43,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*19/*44,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*19/*45,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*19/*46,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*19/*47,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*19/*48,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*19/*49,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*10,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*11,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*12,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*13,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*14,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*15,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*17,CYP2B6 Normal Metabolizer,Normal Metabolizer,Normal,,Normal/Routine/Low Risk
CYP2B6,*2/*18,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*19,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*2,CYP2B6 Normal Metabolizer,Normal Metabolizer,Normal,,Normal/Routine/Low Risk
CYP2B6,*2/*20,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*21,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*22,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*23,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*24,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*25,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*26,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*27,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*28,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*29,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*3,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*30,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*31,CYP2B6 Normal Metabolizer,Normal Metabolizer,Normal,,Normal/Routine/Low Risk
CYP2B6,*2/*32,CYP2B6 Normal Metabolizer,Normal Metabolizer,Normal,,Normal/Routine/Low Risk
CYP2B6,*2/*33,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*34,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*35,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*36,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*37,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*38,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*39,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*4,CYP2B6 Rapid Metabolizer,Rapid Metabolizer,Rapid,,Normal/Routine/Low Risk
CYP2B6,*2/*40,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*41,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*42,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*43,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*44,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*45,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*46,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*47,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*48,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*49,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*2/*5,CYP2B6 Normal Metabolizer,Normal Metabolizer,Normal,,Normal/Routine/Low Risk
CYP2B6,*2/*6,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*7,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*8,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*2/*9,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*20/*20,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*20/*21,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*20/*22,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*20/*23,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*20/*24,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*20/*25,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*20/*26,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*20/*27,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*20/*28,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*20/*29,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*20/*30,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*20/*31,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*20/*32,CYP2B6 Intermediate Metabolizer,Intermediate Metabolizer,Intermediate,,Abnormal/Priority/High Risk
CYP2B6,*20/*33,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*20/*34,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*20/*35,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*20/*36,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*20/*37,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*20/*38,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*20/*39,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*20/*40,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*20/*41,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*20/*42,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*20/*43,CYP2B6 Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
CYP2B6,*20/*44,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*20/*45,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*20/*46,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*20/*47,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*20/*48,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*20/*49,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*21,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*22,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*23,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*24,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*25,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*26,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*27,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*28,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*29,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*30,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*31,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*32,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*33,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*34,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*35,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*36,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*37,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*38,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*39,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*40,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*41,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*42,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*43,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*44,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*45,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*46,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*47,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*48,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*21/*49,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*22,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*23,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*24,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*25,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*26,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*27,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*28,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*29,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*30,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*31,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*32,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*33,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*34,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*35,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*36,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*37,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*38,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*39,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*40,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*41,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*42,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*43,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*44,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*45,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*46,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*47,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*48,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*22/*49,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*23,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*24,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*25,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*26,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*27,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*28,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*29,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*30,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*31,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*32,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*33,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*34,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*35,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*36,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*37,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*38,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*39,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*40,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*41,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*42,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*43,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*44,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*45,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*46,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*47,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*48,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*23/*49,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*24,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*25,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*26,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*27,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*28,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*29,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*30,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*31,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*32,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*33,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*34,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*35,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*36,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*37,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*38,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*39,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*40,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*41,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*42,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*43,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*44,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*45,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*46,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*47,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*48,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*24/*49,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*25/*25,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*25/*26,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*25/*27,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*25/*28,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*25/*29,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*25/*30,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*25/*31,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*25/*32,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*25/*33,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*25/*34,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
CYP2B6,*25/*35,CYP2B6 Indeterminate,Indeterminate,Indeterminate,,none
